gender,marital_status,city,education_level,department,income_class,age,years_experience,weekly_hours,bonus_percentage,performance_score,overtime_hours,monthly_income,predicted_income,income_gap,gap_flag
Female,Single,Surabaya,SMA,HR,Low,44.0,0.0,44.0,18.5,58.1,8.4,5314,4795.555199919989,518.4448000800112,Overpaid
Male,Married,Jakarta,SMA,IT,Low,43.0,3.0,40.0,9.9,76.1,6.9,4364,5566.713373201404,-1202.7133732014036,Underpaid
Male,Divorced,Bandung,S1,Finance,High,24.0,12.0,37.2,13.5,76.4,0.3,10195,10500.387307471396,-305.3873074713956,Fair
Female,Divorced,Jakarta,S1,IT,Low,27.0,6.0,45.0,9.9,80.3,10.4,5526,7282.466624905004,-1756.4666249050042,Underpaid
Male,Divorced,Bandung,SMA,IT,High,39.0,15.0,42.6,9.9,69.2,11.9,12626,11907.165416917978,718.8345830820217,Overpaid
Female,Single,Bandung,S1,Marketing,High,39.0,15.0,36.2,10.2,61.6,8.5,10731,11301.387077402995,-570.3870774029947,Underpaid
Female,Married,Jakarta,SMA,Sales,High,39.0,14.0,40.2,7.0,65.3,6.1,10938,11325.428533478907,-387.4285334789074,Fair
Male,Single,Jakarta,D3,Finance,High,66.0,19.0,33.2,14.8,85.6,16.2,12269,12685.89731016691,-416.89731016691076,Fair
Male,Single,Jakarta,SMA,IT,High,40.0,10.0,43.4,14.2,68.3,13.2,9302,10061.205914833303,-759.2059148333028,Underpaid
Male,Single,Bandung,D3,Finance,High,44.0,13.0,38.7,8.4,70.6,16.6,10624,10880.544925621205,-256.54492562120504,Fair
Female,Married,Jakarta,SMA,Sales,Low,35.0,7.0,37.8,9.9,71.9,5.2,8036,7016.051894318056,1019.9481056819441,Overpaid
Female,Married,Surabaya,D3,HR,High,40.0,22.0,39.8,10.0,68.8,6.5,16283,14277.635215643046,2005.3647843569543,Overpaid
Female,Married,Jakarta,D3,IT,High,32.0,20.0,40.2,17.8,68.1,16.0,14069,13580.430288530002,488.56971146999786,Fair
Female,Married,Bandung,S2,Sales,Low,41.0,10.0,44.5,10.4,66.3,9.8,7786,8660.135165998772,-874.1351659987722,Underpaid
Female,Single,Bandung,SMA,Finance,High,29.0,12.0,43.0,9.9,89.0,7.2,11601,10999.148579769017,601.8514202309834,Overpaid
Male,Married,Jakarta,SMA,Sales,High,33.0,17.0,39.2,9.9,81.8,7.5,10950,12469.833190783076,-1519.8331907830761,Underpaid
Female,Single,Jakarta,SMA,HR,Low,31.0,9.0,43.8,9.9,87.5,9.9,8460,8373.158370544574,86.8416294554263,Fair
Male,Married,Bandung,S1,Sales,Low,36.0,7.0,42.0,9.9,89.5,15.0,7210,7425.197654127546,-215.19765412754623,Fair
Male,Married,Bandung,SMA,Finance,High,54.0,14.0,37.9,9.9,51.5,9.2,10798,11016.00015347419,-218.00015347418957,Fair
Female,Married,Jakarta,S1,IT,Low,20.0,10.0,40.0,9.9,78.4,14.0,7674,8335.835007566555,-661.8350075665549,Underpaid
Female,Divorced,Surabaya,S1,IT,Low,40.0,11.0,39.3,7.6,69.1,12.3,8114,8579.185680511906,-465.18568051190596,Fair
Male,Single,Surabaya,S1,Marketing,Low,22.0,6.0,42.5,10.5,86.2,5.6,7231,7026.473989199634,204.52601080036584,Fair
Female,Single,Surabaya,S1,Finance,Low,31.0,1.0,38.2,6.7,67.6,5.6,3519,4790.648029794125,-1271.6480297941253,Underpaid
Male,Married,Bandung,SMA,Marketing,High,44.0,11.0,38.0,4.7,64.5,7.7,10651,9843.650297389926,807.349702610074,Overpaid
Female,Married,Surabaya,SMA,Marketing,High,35.0,15.0,49.8,10.2,60.7,3.3,11933,12339.15151715029,-406.1515171502906,Fair
Male,Married,Surabaya,D3,HR,Low,26.0,9.0,44.7,13.8,72.0,7.4,7942,8313.44459512948,-371.44459512948015,Fair
Male,Single,Jakarta,S1,Finance,High,35.0,17.0,36.2,9.9,84.1,17.6,13792,12283.328892186511,1508.6711078134886,Overpaid
Female,Married,Jakarta,SMA,IT,Low,40.0,6.0,42.9,9.8,77.6,9.8,7755,6971.810649761428,783.1893502385719,Overpaid
Female,Single,Surabaya,SMA,Finance,High,35.0,5.0,40.6,9.9,63.0,6.2,9276,7986.486034398955,1289.5139656010451,Overpaid
Female,Single,Bandung,S2,HR,Low,37.0,10.0,42.0,8.3,96.5,19.6,7273,8618.386633762715,-1345.386633762715,Underpaid
Female,Single,Surabaya,SMA,Finance,High,35.0,10.0,40.7,4.2,81.5,5.3,9276,9951.89590979134,-675.8959097913394,Underpaid
Female,Divorced,Jakarta,S1,Finance,High,30.0,10.0,45.9,3.5,82.8,5.2,12080,10444.94435487404,1635.05564512596,Overpaid
Female,Single,Jakarta,S1,Marketing,Low,52.0,6.0,41.7,6.5,87.9,16.1,7201,6879.953608122338,321.04639187766224,Fair
Female,Married,Jakarta,SMA,Finance,High,40.0,17.0,39.7,9.9,58.6,13.3,12107,12396.428842498031,-289.4288424980314,Fair
Female,Single,Surabaya,SMA,Marketing,High,19.0,20.0,45.2,8.1,65.9,9.3,15767,14001.995349965648,1765.0046500343524,Overpaid
Female,Married,Bandung,SMA,Marketing,High,36.0,10.0,41.2,9.9,83.2,14.2,9583,9861.239901522791,-278.2399015227911,Fair
Male,Divorced,Surabaya,S1,Finance,High,30.0,16.0,40.6,14.9,66.9,11.5,10371,12211.72150612442,-1840.7215061244206,Underpaid
Female,Single,Jakarta,S1,HR,Low,42.0,5.0,41.6,6.7,72.2,4.1,5788,6556.2164784040015,-768.2164784040015,Underpaid
Female,Married,Jakarta,S1,Marketing,High,29.0,15.0,39.5,11.4,74.2,2.0,10289,11600.636088832849,-1311.636088832849,Underpaid
Male,Divorced,Jakarta,S2,Finance,High,34.0,15.0,40.0,11.6,62.2,7.2,11383,11764.987136414498,-381.9871364144983,Fair
Female,Married,Jakarta,S1,Marketing,High,39.0,14.0,37.1,7.4,71.4,15.4,11656,10970.946560311033,685.053439688967,Overpaid
Male,Single,Surabaya,SMA,Marketing,Low,42.0,10.0,36.2,14.1,84.1,7.9,8245,7946.908275263753,298.09172473624676,Fair
Male,Married,Surabaya,SMA,Marketing,Low,25.0,5.0,35.0,9.1,82.3,12.3,5748,5946.436284177992,-198.4362841779921,Fair
Female,Married,Bandung,S1,IT,Low,32.0,7.0,33.0,8.8,86.1,10.9,5825,6604.397605363871,-779.3976053638708,Underpaid
Male,Divorced,Jakarta,SMA,IT,Low,31.0,7.0,35.6,16.3,85.1,1.5,7821,6894.397783170452,926.6022168295476,Overpaid
Female,Married,Surabaya,SMA,IT,Low,30.0,5.0,39.1,11.6,79.1,8.0,7646,6302.487600052562,1343.512399947438,Overpaid
Male,Married,Surabaya,S1,IT,High,49.0,11.0,40.5,12.8,78.3,11.8,9519,10112.056563721251,-593.0565637212512,Underpaid
Female,Married,Jakarta,D3,Sales,High,38.0,8.0,38.6,14.1,77.5,6.1,9444,8987.951381069324,456.04861893067573,Fair
Male,Married,Surabaya,S2,Marketing,Low,25.0,6.0,28.2,9.9,68.7,8.2,5278,5708.312999686622,-430.3129996866219,Fair
Male,Single,Jakarta,S1,Sales,Low,42.0,5.0,47.9,13.7,64.7,12.0,5890,7089.962600709101,-1199.962600709101,Underpaid
Female,Married,Bandung,SMA,Finance,Low,52.0,6.0,45.4,9.9,68.1,10.4,8348,7177.26214790173,1170.7378520982702,Overpaid
Male,Married,Jakarta,S2,HR,High,43.0,16.0,42.2,9.9,71.7,15.2,12127,12220.69249568888,-93.69249568887972,Fair
Male,Married,Jakarta,SMA,Sales,Low,23.0,7.0,49.5,9.2,68.4,11.9,7873,8004.359231701428,-131.35923170142814,Fair
Male,Married,Surabaya,D3,IT,Low,31.0,7.0,35.1,8.1,79.1,5.2,7088,6707.8135186686195,380.1864813313805,Fair
Male,Single,Bandung,D3,IT,Low,45.0,8.0,49.4,12.5,77.0,7.6,7359,8297.736608332149,-938.7366083321485,Underpaid
Male,Single,Bandung,SMA,Finance,Low,29.0,12.0,35.2,9.9,78.1,10.1,7769,8798.782765514854,-1029.782765514854,Underpaid
Male,Single,Surabaya,D3,Finance,High,39.0,12.0,41.2,8.5,78.5,16.7,10212,10728.40523309333,-516.40523309333,Underpaid
Female,Single,Bandung,SMA,HR,Low,41.0,5.0,40.0,9.9,87.0,9.8,6297,6504.561674170002,-207.56167417000233,Fair
Female,Married,Bandung,D3,Sales,High,28.0,15.0,40.1,9.2,74.9,1.3,12901,11784.373160001334,1116.6268399986657,Overpaid
Female,Divorced,Jakarta,D3,Marketing,High,35.0,10.0,41.9,9.0,85.1,12.2,13580,9998.885277957046,3581.114722042954,Overpaid
Female,Married,Surabaya,S1,Marketing,Low,9.0,5.0,39.2,9.9,80.2,6.2,7058,6354.171692635038,703.8283073649618,Overpaid
Male,Single,Bandung,S1,Sales,Low,27.0,5.0,43.6,11.4,86.3,3.6,8127,6878.573630492881,1248.4263695071186,Overpaid
Female,Single,Bandung,SMA,Sales,Low,33.0,8.0,40.5,9.9,91.1,10.1,8539,7768.502566039734,770.4974339602659,Overpaid
Male,Married,Bandung,D3,Sales,Low,25.0,10.0,37.4,8.9,80.8,14.9,6395,8193.197517604713,-1798.1975176047126,Underpaid
Other,Single,Jakarta,D3,Sales,High,48.0,11.0,37.2,12.5,76.0,7.1,10129,10004.277317680091,124.72268231990893,Fair
Male,Married,Jakarta,SMA,IT,Low,24.0,0.0,44.1,9.9,76.0,9.8,5281,4845.008219826769,435.99178017323084,Fair
Female,Single,Surabaya,S1,Marketing,Low,31.0,4.0,36.7,8.0,70.3,13.4,5665,5699.245860479564,-34.24586047956382,Fair
Female,Single,Surabaya,S1,Marketing,High,36.0,18.0,40.0,5.6,70.0,14.0,12258,12758.858937696968,-500.8589376969685,Underpaid
Male,Married,Jakarta,SMA,IT,Low,47.0,5.0,46.1,12.9,84.0,6.3,5326,6848.072912524078,-1522.0729125240778,Underpaid
Other,Married,Surabaya,D3,Marketing,High,24.0,16.0,31.7,9.9,65.4,4.4,12008,11279.073780152314,728.9262198476863,Overpaid
Male,Single,Surabaya,SMA,Sales,High,44.0,12.0,45.7,10.6,91.1,5.1,11045,11132.484617063821,-87.48461706382113,Fair
Female,Divorced,Surabaya,S1,HR,Low,35.0,1.0,50.3,13.1,73.5,9.8,6149,5793.675881347301,355.3241186526993,Fair
Female,Single,Jakarta,SMA,Marketing,High,27.0,13.0,41.3,8.6,103.6,13.3,11506,11179.647378934656,326.35262106534356,Fair
Male,Single,Jakarta,S2,HR,Low,39.0,9.0,43.0,5.9,68.1,5.2,7901,8171.41084060646,-270.4108406064597,Fair
Male,Married,Bandung,S1,HR,Low,37.0,8.0,45.2,10.2,77.5,20.7,6642,7982.404485049676,-1340.4044850496757,Underpaid
Female,Married,Bandung,D3,IT,High,30.0,11.0,38.6,10.9,71.5,4.6,9878,10039.4219026067,-161.4219026067003,Fair
Female,Single,Bandung,S1,Finance,High,36.0,12.0,40.9,9.2,67.1,15.0,11289,10710.18487504746,578.8151249525399,Overpaid
Female,Married,Bandung,S2,Marketing,High,32.0,14.0,33.4,9.9,85.6,17.6,10695,10762.218677081237,-67.21867708123682,Fair
Female,Single,Surabaya,S1,IT,High,36.0,16.0,40.7,2.5,63.9,10.5,10583,12064.126119612258,-1481.1261196122578,Underpaid
Male,Divorced,Surabaya,SMA,IT,High,40.0,12.0,42.5,9.9,68.2,6.2,10490,10718.98646686329,-228.98646686329084,Fair
Female,Married,Jakarta,D3,HR,Low,48.0,3.0,42.6,9.9,80.9,9.8,4633,5842.777780805083,-1209.7777808050832,Underpaid
Other,Single,Surabaya,S1,Marketing,Low,25.0,8.0,45.3,9.9,82.4,8.7,6990,7981.408547173687,-991.4085471736871,Underpaid
Male,Married,Surabaya,S1,Sales,High,19.0,14.0,37.3,13.9,80.8,4.0,10896,11206.456242839138,-310.4562428391382,Fair
Male,Married,Bandung,S1,IT,High,34.0,22.0,49.5,6.9,76.3,0.8,15849,15086.007275718792,762.9927242812082,Overpaid
Female,Married,Jakarta,S1,Sales,High,40.0,17.0,39.2,9.9,65.8,11.8,12863,12386.525287630666,476.47471236933416,Fair
Male,Divorced,Bandung,S2,Finance,Low,37.0,11.0,41.0,9.9,67.1,12.9,8809,8833.070347247576,-24.070347247576137,Fair
Female,Single,Surabaya,SMA,Sales,High,30.0,12.0,40.0,11.2,54.7,19.8,10052,10593.708954159409,-541.7089541594087,Underpaid
Other,Married,Surabaya,S1,Sales,Low,33.0,10.0,35.9,11.9,92.2,9.8,8104,8049.217058829389,54.782941170610684,Fair
Male,Married,Jakarta,S1,HR,Low,31.0,1.0,48.1,12.7,85.2,9.3,5060,5618.456783823099,-558.4567838230987,Underpaid
Female,Married,Bandung,S1,IT,Low,30.0,10.0,37.4,12.4,62.1,15.8,9005,8025.010213169713,979.9897868302869,Overpaid
Male,Married,Surabaya,S1,Finance,High,42.0,16.0,34.4,10.8,83.0,10.6,12496,11633.395473415903,862.6045265840967,Overpaid
Male,Single,Jakarta,SMA,IT,Low,38.0,7.0,37.7,11.2,69.3,9.0,7567,6951.099971990575,615.9000280094251,Overpaid
Male,Single,Surabaya,S1,Sales,High,29.0,12.0,30.0,6.7,84.1,13.9,9623,9870.357280003618,-247.35728000361814,Fair
Female,Married,Surabaya,S1,Sales,High,42.0,14.0,36.7,9.9,70.0,7.0,10685,11021.739817279955,-336.7398172799549,Fair
Female,Married,Jakarta,SMA,IT,Low,37.0,5.0,35.2,12.7,71.4,14.3,6504,5956.69229235206,547.3077076479403,Overpaid
Other,Divorced,Jakarta,D3,Finance,High,42.0,8.0,43.1,12.5,72.1,3.7,9343,9369.107093037286,-26.107093037286177,Fair
Male,Single,Surabaya,SMA,Finance,Low,40.0,5.0,36.6,12.2,68.4,2.4,8042,6145.151959601125,1896.8480403988751,Overpaid
Female,Single,Jakarta,D3,HR,Low,28.0,6.0,44.4,8.5,89.0,8.6,8655,7298.427435068206,1356.5725649317937,Overpaid
Female,Single,Surabaya,SMA,Sales,Low,31.0,4.0,47.0,12.7,84.0,2.8,6644,6736.149833881353,-92.1498338813526,Fair
Male,Married,Bandung,D3,Sales,Low,41.0,5.0,43.9,9.9,76.1,10.4,8035,6746.498648396529,1288.5013516034714,Overpaid
Male,Divorced,Surabaya,S1,HR,High,40.0,17.0,38.9,13.2,85.2,1.3,12941,12443.631994618363,497.368005381637,Fair
Female,Single,Jakarta,S1,IT,Low,35.0,5.0,40.7,9.2,58.7,11.4,5963,6413.028638387664,-450.0286383876637,Fair
Female,Married,Bandung,S1,Finance,High,36.0,11.0,32.4,15.1,62.7,10.9,9300,9566.46970539996,-266.46970539996073,Fair
Male,Married,Jakarta,S1,IT,Low,45.0,7.0,39.3,5.4,79.7,9.7,6304,7021.537446599274,-717.5374465992736,Underpaid
Female,Married,Surabaya,SMA,Finance,High,30.0,16.0,35.7,9.9,82.4,12.2,12134,11797.45370699691,336.5462930030899,Fair
Other,Married,Jakarta,SMA,Marketing,High,39.0,17.0,43.5,8.9,77.8,11.0,14599,12646.972231209405,1952.0277687905946,Overpaid
Male,Married,Surabaya,S1,HR,High,33.0,14.0,52.9,8.9,56.2,8.5,13109,12285.838877963353,823.1611220366467,Overpaid
Male,Married,Jakarta,SMA,Sales,High,33.0,12.0,42.5,10.6,64.4,9.8,11447,10777.557221106008,669.442778893992,Overpaid
Female,Single,Jakarta,S2,HR,Low,44.0,9.0,30.0,9.9,79.2,12.0,7126,7151.219194778694,-25.219194778694145,Fair
Male,Divorced,Surabaya,S1,Finance,Low,42.0,4.0,38.2,9.8,99.3,13.9,6300,6029.687045363931,270.31295463606875,Fair
Female,Married,Bandung,S1,Finance,High,42.0,20.0,40.0,7.8,87.2,15.4,14759,13663.650328071644,1095.3496719283557,Overpaid
Male,Single,Surabaya,S2,Finance,Low,45.0,6.0,40.4,9.9,90.8,13.3,6739,6904.864754285387,-165.86475428538688,Fair
Female,Married,Bandung,D3,Marketing,High,40.0,15.0,40.0,7.3,78.3,10.8,12077,11613.178030363393,463.8219696366068,Fair
Male,Married,Bandung,S1,IT,Low,33.0,7.0,33.8,9.9,64.7,10.0,7574,6571.444967187027,1002.555032812973,Overpaid
Female,Married,Surabaya,S2,Marketing,High,34.0,14.0,43.2,8.5,74.3,8.7,12599,11473.507296639526,1125.4927033604745,Overpaid
Male,Single,Surabaya,SMA,IT,High,36.0,19.0,34.9,13.9,81.9,6.3,13443,12813.975550185,629.0244498150005,Overpaid
Female,Single,Bandung,S1,Finance,Low,40.0,8.0,42.7,9.9,75.3,13.4,8151,7851.477197905635,299.52280209436503,Fair
Male,Married,Bandung,S1,IT,Low,28.0,4.0,33.2,7.8,77.8,9.8,5221,5453.473534204262,-232.47353420426225,Fair
Male,Married,Bandung,S1,Finance,Low,52.0,7.0,48.8,9.9,74.1,10.4,8344,7848.166779566689,495.833220433311,Fair
Male,Married,Bandung,SMA,IT,Low,27.0,11.0,36.1,8.9,77.2,12.8,8284,8353.490540790886,-69.49054079088637,Fair
Male,Married,Bandung,D3,HR,High,25.0,10.0,38.9,9.9,85.0,10.8,10077,9804.87506789044,272.1249321095602,Fair
Male,Married,Bandung,S1,Sales,High,44.0,8.0,41.7,9.5,62.3,9.8,9128,9140.261824830995,-12.261824830995465,Fair
Female,Divorced,Jakarta,SMA,HR,Low,41.0,0.0,40.0,11.0,60.1,13.5,4748,4517.382715471767,230.61728452823263,Fair
Female,Married,Bandung,S1,HR,High,40.0,12.0,40.7,12.8,79.3,9.6,11585,10641.10003722761,943.8999627723897,Overpaid
Female,Single,Jakarta,S1,Finance,High,40.0,20.0,42.9,9.9,89.4,9.8,14477,13977.140530276009,499.8594697239914,Fair
Male,Married,Surabaya,S1,Finance,Low,35.0,12.0,44.8,10.7,91.9,5.1,8825,9524.644070391207,-699.6440703912067,Underpaid
Male,Single,Surabaya,S1,Finance,High,28.0,13.0,44.0,9.5,62.8,17.0,11525,11320.194773798348,204.80522620165175,Fair
Male,Single,Bandung,SMA,HR,High,36.0,13.0,39.1,16.1,71.0,17.4,11006,10935.620064619,70.3799353810009,Fair
Male,Married,Surabaya,S1,Marketing,High,30.0,12.0,39.3,9.9,60.2,12.6,11481,10350.89865396445,1130.1013460355498,Overpaid
Female,Married,Surabaya,S1,Finance,High,43.0,15.0,51.7,8.7,69.5,13.9,13757,12623.029847848164,1133.9701521518364,Overpaid
Female,Married,Bandung,D3,Finance,High,34.0,12.0,44.7,8.1,86.2,6.1,10609,11041.491885638856,-432.4918856388558,Fair
Male,Married,Surabaya,S2,HR,Low,28.0,8.0,35.4,4.8,74.9,9.8,7395,7153.071095642953,241.92890435704703,Fair
Female,Single,Surabaya,D3,Sales,Low,32.0,6.0,40.5,12.5,71.3,16.2,8054,6911.401077705928,1142.5989222940716,Overpaid
Male,Single,Bandung,SMA,Sales,Low,38.0,9.0,38.3,3.0,80.5,12.1,5677,7879.282436807429,-2202.282436807429,Underpaid
Female,Single,Bandung,D3,Finance,High,30.0,12.0,39.3,9.9,67.0,9.8,10174,10602.47566592686,-428.47566592686053,Fair
Female,Single,Bandung,S2,Sales,Low,28.0,8.0,33.9,9.4,90.9,9.1,8331,7241.3358625775945,1089.6641374224055,Overpaid
Male,Married,Jakarta,D3,Finance,High,37.0,12.0,37.9,16.7,75.1,15.9,9673,10438.387791321009,-765.387791321009,Underpaid
Female,Single,Bandung,S1,Marketing,High,37.0,12.0,49.1,4.5,71.0,15.6,10524,11260.895179374802,-736.895179374802,Underpaid
Female,Married,Surabaya,S1,IT,High,31.0,14.0,42.9,7.3,80.9,13.2,11584,11528.727459114974,55.27254088502559,Fair
Male,Married,Bandung,D3,Marketing,High,31.0,16.0,27.5,9.6,84.4,10.3,12104,11022.521663610352,1081.4783363896477,Overpaid
Female,Married,Jakarta,SMA,Marketing,High,37.0,10.0,46.1,9.4,91.0,8.2,10059,10283.574293203632,-224.5742932036319,Fair
Female,Married,Jakarta,D3,HR,Low,35.0,8.0,38.2,9.8,85.9,4.5,9037,7447.1762705923575,1589.8237294076425,Overpaid
Female,Married,Surabaya,S1,HR,High,29.0,10.0,43.6,9.9,76.0,5.5,10770,10112.497349701738,657.5026502982619,Overpaid
Male,Single,Bandung,D3,HR,Low,33.0,1.0,35.7,11.1,68.9,2.7,3263,4582.017850438773,-1319.0178504387732,Underpaid
Male,Married,Jakarta,D3,Sales,High,37.0,17.0,37.6,9.9,67.2,16.2,15063,12266.948640617102,2796.051359382898,Overpaid
Male,Single,Bandung,S1,HR,High,47.0,11.0,47.5,9.9,64.0,9.8,10249,10773.221294256651,-524.2212942566512,Underpaid
Male,Divorced,Surabaya,D3,Finance,High,42.0,12.0,38.6,8.2,67.6,12.0,10813,10470.825507089652,342.1744929103479,Fair
Female,Married,Bandung,D3,Sales,High,34.0,17.0,30.7,13.0,86.2,9.4,12293,11805.378729194486,487.62127080551363,Fair
Male,Married,Bandung,D3,HR,Low,35.0,7.0,39.7,15.3,82.1,24.5,6770,7193.28569733654,-423.28569733653967,Fair
Female,Married,Jakarta,S1,Finance,High,35.0,9.0,46.0,14.2,57.5,0.7,9167,9897.081615190968,-730.0816151909676,Underpaid
Female,Married,Surabaya,S1,Finance,Low,33.0,9.0,40.1,9.1,63.9,15.9,6637,7908.323244913941,-1271.3232449139414,Underpaid
Male,Married,Surabaya,D3,IT,Low,38.0,6.0,37.9,7.1,67.2,8.1,7610,6481.1682177556595,1128.8317822443405,Overpaid
Male,Married,Bandung,S1,Finance,High,28.0,18.0,45.2,9.9,72.0,9.0,11627,13319.298674354304,-1692.2986743543042,Underpaid
Male,Married,Surabaya,S1,Marketing,Low,39.0,8.0,40.6,11.6,86.7,6.6,8075,7504.60491922374,570.3950807762603,Overpaid
Other,Single,Jakarta,SMA,Finance,High,47.0,13.0,36.2,10.0,69.5,11.0,9453,10650.886530408825,-1197.886530408825,Underpaid
Female,Single,Surabaya,SMA,IT,Low,34.0,1.0,45.8,12.1,91.8,10.9,5656,5433.894801062015,222.10519893798482,Fair
Male,Single,Surabaya,S2,Finance,High,38.0,16.0,41.0,10.8,58.2,6.8,9893,12147.613565386633,-2254.613565386633,Underpaid
Male,Married,Bandung,S1,Finance,High,41.0,15.0,40.0,9.8,71.5,7.5,9839,11698.58974461224,-1859.5897446122399,Underpaid
Female,Single,Jakarta,S1,IT,Low,32.0,10.0,40.9,9.9,82.9,10.5,8492,8436.584472588287,55.4155274117129,Fair
Male,Married,Bandung,S1,Finance,Low,37.0,9.0,34.6,9.2,83.5,1.7,8484,7533.045636736484,950.9543632635159,Overpaid
Female,Single,Bandung,SMA,Sales,High,35.0,12.0,37.4,11.9,71.6,2.8,9958,10450.9968722413,-492.99687224129957,Fair
Female,Single,Jakarta,S1,Finance,High,36.0,21.0,40.0,9.6,85.0,18.3,15552,14120.930553775559,1431.069446224441,Overpaid
Female,Married,Jakarta,S1,HR,Low,29.0,1.0,39.0,9.9,83.1,11.6,4511,4875.520881583806,-364.52088158380593,Fair
Female,Single,Surabaya,S1,HR,High,35.0,14.0,46.4,11.2,68.2,7.4,11618,11866.559563601462,-248.5595636014623,Fair
Female,Married,Jakarta,D3,Sales,Low,35.0,10.0,41.1,9.9,78.1,1.5,5537,8446.394515398712,-2909.3945153987115,Underpaid
Male,Married,Bandung,SMA,Finance,High,47.0,10.0,44.3,9.9,82.0,9.7,9204,10177.694891390056,-973.694891390056,Underpaid
Female,Single,Jakarta,SMA,Marketing,Low,43.0,9.0,40.0,9.9,68.9,14.9,8485,7846.530487369754,638.4695126302458,Overpaid
Female,Married,Jakarta,S2,Finance,Low,52.0,8.0,45.3,8.4,91.9,23.2,6473,8021.927624426336,-1548.9276244263356,Underpaid
Male,Married,Jakarta,D3,HR,Low,35.0,10.0,42.0,11.0,66.6,19.5,8309,8441.017104942355,-132.01710494235522,Fair
Male,Married,Bandung,D3,IT,Low,42.0,4.0,40.1,7.8,76.4,5.6,6470,5955.755050020453,514.2449499795466,Overpaid
Male,Married,Surabaya,SMA,Sales,High,36.0,15.0,39.9,8.2,62.5,7.5,11673,11646.512637045487,26.48736295451272,Fair
Female,Single,Surabaya,SMA,IT,Low,53.0,1.0,35.2,13.2,76.0,2.6,3770,4419.255969888206,-649.255969888206,Underpaid
Male,Single,Bandung,S1,Marketing,High,29.0,13.0,42.5,9.9,64.3,5.8,10146,11100.338369079429,-954.338369079429,Underpaid
Female,Married,Surabaya,S1,Finance,Low,35.0,8.0,39.8,7.9,72.1,8.9,6237,7522.803787266391,-1285.8037872663908,Underpaid
Male,Married,Surabaya,S1,Marketing,Low,30.0,4.0,37.5,10.1,59.1,9.8,3574,5656.826902834835,-2082.826902834835,Underpaid
Female,Single,Bandung,SMA,IT,High,18.0,11.0,45.5,9.9,83.0,20.3,9747,10769.44612488466,-1022.4461248846601,Underpaid
Female,Single,Bandung,S1,Finance,Low,31.0,2.0,33.7,9.9,78.6,3.4,5864,4881.916161698495,982.0838383015052,Overpaid
Male,Married,Surabaya,SMA,Marketing,Low,29.0,10.0,37.9,9.9,85.9,9.8,8826,8078.832693554086,747.1673064459137,Overpaid
Male,Single,Jakarta,SMA,HR,Low,36.0,3.0,45.1,9.9,71.5,0.3,7035,6104.4354854713765,930.5645145286235,Overpaid
Male,Single,Surabaya,D3,HR,Low,38.0,12.0,41.6,13.1,86.3,11.7,8981,9265.830313208846,-284.83031320884584,Fair
Female,Single,Jakarta,SMA,Sales,Low,50.0,5.0,39.8,9.9,75.4,3.3,6759,6433.496065144165,325.5039348558348,Fair
Female,Married,Bandung,SMA,HR,Low,43.0,8.0,41.3,9.9,76.1,15.5,7422,7639.95942176425,-217.95942176424978,Fair
Male,Single,Jakarta,S1,HR,Low,30.0,11.0,40.9,9.9,96.1,8.5,8847,8919.634263663747,-72.63426366374733,Fair
Female,Married,Jakarta,S1,IT,Low,28.0,6.0,32.4,10.5,70.2,3.0,6986,6124.127516780949,861.872483219051,Overpaid
Male,Married,Jakarta,S1,HR,Low,39.0,10.0,38.3,12.6,87.3,0.5,8705,8196.232233646693,508.7677663533068,Overpaid
Female,Married,Bandung,D3,HR,Low,24.0,2.0,48.1,9.7,79.8,5.1,4423,6008.725532145458,-1585.7255321454577,Underpaid
Male,Married,Surabaya,SMA,IT,High,50.0,10.0,40.0,6.8,69.3,11.2,10268,9639.32694721259,628.6730527874097,Overpaid
Female,Married,Surabaya,SMA,HR,High,44.0,19.0,38.4,9.7,61.8,12.1,12625,12984.159297278993,-359.1592972789931,Fair
Female,Married,Jakarta,S2,HR,High,31.0,24.0,37.3,9.9,64.7,7.5,14285,14877.202706871882,-592.2027068718817,Underpaid
Female,Single,Surabaya,S1,Sales,Low,21.0,10.0,39.6,8.8,86.3,14.6,7961,8449.450117457971,-488.4501174579709,Fair
Male,Single,Bandung,S1,HR,High,46.0,14.0,37.1,9.9,92.3,4.3,12754,11172.185404613352,1581.8145953866479,Overpaid
Male,Single,Bandung,SMA,HR,Low,34.0,1.0,42.4,13.5,75.9,4.6,5956,5164.135137968223,791.8648620317772,Overpaid
Male,Divorced,Bandung,SMA,IT,High,22.0,14.0,43.9,9.9,82.8,16.5,11198,11762.166115757498,-564.1661157574981,Underpaid
Male,Divorced,Surabaya,S1,HR,Low,30.0,8.0,34.7,12.5,75.7,16.5,7359,7188.67468990568,170.32531009432023,Fair
Female,Single,Jakarta,S2,Marketing,High,35.0,16.0,38.3,9.9,86.0,3.5,11564,11960.702497553213,-396.7024975532131,Fair
Male,Married,Jakarta,S2,IT,Low,35.0,9.0,38.9,7.1,77.9,7.3,7723,7781.962809055896,-58.96280905589629,Fair
Male,Married,Jakarta,S1,IT,Low,31.0,8.0,42.3,9.9,76.4,13.6,8975,7703.405977072647,1271.5940229273529,Overpaid
